ICD9|ICD10|Description
972.8|T46.991A|Poisoning by other agents primarily affecting the cardiovascular system, accidental (unintentional), initial encounter
972.9|T46.1X1A|Poisoning by calcium-channel blockers, accidental (unintentional), initial encounter
972.9|T46.1X2A|Diagnostico no disponible
972.9|T46.1X3A|Diagnostico no disponible
972.9|T46.1X4A|Diagnostico no disponible
972.9|T46.901A|Diagnostico no disponible
972.9|T46.902A|Diagnostico no disponible
972.9|T46.903A|Diagnostico no disponible
972.9|T46.904A|Diagnostico no disponible
972.9|T46.991A|Diagnostico no disponible
972.9|T46.992A|Diagnostico no disponible
972.9|T46.993A|Diagnostico no disponible
972.9|T46.994A|Diagnostico no disponible
973.0|T47.0X1A|Diagnostico no disponible
973.0|T47.0X2A|Diagnostico no disponible
973.0|T47.0X3A|Diagnostico no disponible
973.0|T47.0X4A|Diagnostico no disponible
973.0|T47.1X1A|Poisoning by other antacids and anti-gastric-secretion drugs, accidental (unintentional), initial encounter
973.0|T47.1X2A|Diagnostico no disponible
973.0|T47.1X3A|Diagnostico no disponible
973.0|T47.1X4A|Diagnostico no disponible
973.1|T47.2X1A|Poisoning by stimulant laxatives, accidental (unintentional), initial encounter
973.1|T47.2X2A|Diagnostico no disponible
973.1|T47.2X3A|Diagnostico no disponible
973.1|T47.2X4A|Diagnostico no disponible
973.2|T47.3X1A|Poisoning by saline and osmotic laxatives, accidental (unintentional), initial encounter
973.2|T47.3X2A|Diagnostico no disponible
973.2|T47.3X3A|Diagnostico no disponible
973.2|T47.3X4A|Diagnostico no disponible
973.3|T47.4X1A|Poisoning by other laxatives, accidental (unintentional), initial encounter
973.3|T47.4X2A|Diagnostico no disponible
973.3|T47.4X3A|Diagnostico no disponible
973.3|T47.4X4A|Diagnostico no disponible
973.4|T47.5X1A|Poisoning by digestants, accidental (unintentional), initial encounter
973.4|T47.5X2A|Diagnostico no disponible
973.4|T47.5X3A|Diagnostico no disponible
973.4|T47.5X4A|Diagnostico no disponible
973.5|T47.6X1A|Poisoning by antidiarrheal drugs, accidental (unintentional), initial encounter
973.5|T47.6X2A|Diagnostico no disponible
973.5|T47.6X3A|Diagnostico no disponible
973.5|T47.6X4A|Diagnostico no disponible
973.6|T47.7X1A|Poisoning by emetics, accidental (unintentional), initial encounter
973.6|T47.7X2A|Diagnostico no disponible
973.6|T47.7X3A|Diagnostico no disponible
973.6|T47.7X4A|Diagnostico no disponible
973.8|T47.8X1A|Poisoning by other agents primarily affecting gastrointestinal system, accidental (unintentional), initial encounter
973.8|T47.8X2A|Diagnostico no disponible
973.8|T47.8X3A|Diagnostico no disponible
973.8|T47.8X4A|Diagnostico no disponible
973.9|T47.91XA|Diagnostico no disponible
973.9|T47.92XA|Diagnostico no disponible
973.9|T47.93XA|Diagnostico no disponible
973.9|T47.94XA|Diagnostico no disponible
974.0|T50.2X1A|Poisoning by carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, accidental (unintentional), initial encounter
974.1|T50.2X1A|Poisoning by carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, accidental (unintentional), initial encounter
974.2|T50.2X1A|Diagnostico no disponible
974.2|T50.2X2A|Poisoning by carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, intentional self-harm, initial encounter
974.2|T50.2X3A|Diagnostico no disponible
974.2|T50.2X4A|Diagnostico no disponible
974.3|T50.2X1A|Poisoning by carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, accidental (unintentional), initial encounter
974.4|T50.1X1A|Poisoning by loop [high-ceiling] diuretics, accidental (unintentional), initial encounter
974.4|T50.1X2A|Diagnostico no disponible
974.4|T50.1X3A|Diagnostico no disponible
974.4|T50.1X4A|Diagnostico no disponible
974.4|T50.2X1A|Diagnostico no disponible
974.4|T50.2X3A|Diagnostico no disponible
974.4|T50.2X4A|Diagnostico no disponible
974.5|T50.3X1A|Diagnostico no disponible
974.5|T50.3X2A|Poisoning by electrolytic, caloric and water-balance agents, intentional self-harm, initial encounter
974.5|T50.3X3A|Diagnostico no disponible
974.5|T50.3X4A|Diagnostico no disponible
974.6|T50.3X1A|Poisoning by electrolytic, caloric and water-balance agents, accidental (unintentional), initial encounter
974.7|T50.4X1A|Poisoning by drugs affecting uric acid metabolism, accidental (unintentional), initial encounter
974.7|T50.4X2A|Diagnostico no disponible
974.7|T50.4X3A|Diagnostico no disponible
974.7|T50.4X4A|Diagnostico no disponible
975.0|T48.0X1A|Poisoning by oxytocic drugs, accidental (unintentional), initial encounter
975.0|T48.0X2A|Diagnostico no disponible
975.0|T48.0X3A|Diagnostico no disponible
975.0|T48.0X4A|Diagnostico no disponible
975.1|T48.201A|Poisoning by unspecified drugs acting on muscles, accidental (unintentional), initial encounter
975.1|T48.291A|Diagnostico no disponible
975.1|T48.294A|Diagnostico no disponible
975.2|T48.1X1A|Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], accidental (unintentional), initial encounter
975.2|T48.1X2A|Diagnostico no disponible
975.2|T48.1X3A|Diagnostico no disponible
975.2|T48.1X4A|Diagnostico no disponible
975.3|T48.201A|Poisoning by unspecified drugs acting on muscles, accidental (unintentional), initial encounter
975.3|T48.202A|Diagnostico no disponible
975.3|T48.203A|Diagnostico no disponible
975.3|T48.204A|Diagnostico no disponible
975.3|T48.291A|Diagnostico no disponible
975.3|T48.292A|Diagnostico no disponible
975.3|T48.293A|Diagnostico no disponible
975.3|T48.294A|Diagnostico no disponible
975.4|T48.3X1A|Poisoning by antitussives, accidental (unintentional), initial encounter
975.4|T48.3X2A|Diagnostico no disponible
975.4|T48.3X3A|Diagnostico no disponible
975.4|T48.3X4A|Diagnostico no disponible
975.5|T48.4X1A|Poisoning by expectorants, accidental (unintentional), initial encounter
975.5|T48.4X2A|Diagnostico no disponible
975.5|T48.4X3A|Diagnostico no disponible
975.5|T48.4X4A|Diagnostico no disponible
975.6|T48.5X1A|Poisoning by other anti-common-cold drugs, accidental (unintentional), initial encounter
975.6|T48.5X2A|Diagnostico no disponible
975.6|T48.5X3A|Diagnostico no disponible
975.6|T48.5X4A|Diagnostico no disponible
975.7|T48.6X1A|Poisoning by antiasthmatics, accidental (unintentional), initial encounter
975.7|T48.6X2A|Diagnostico no disponible
975.7|T48.6X3A|Diagnostico no disponible
975.7|T48.6X4A|Diagnostico no disponible
975.8|T41.5X1A|Diagnostico no disponible
975.8|T41.5X2A|Diagnostico no disponible
975.8|T41.5X3A|Diagnostico no disponible
975.8|T41.5X4A|Diagnostico no disponible
975.8|T48.901A|Poisoning by unspecified agents primarily acting on the respiratory system, accidental (unintentional), initial encounter
975.8|T48.902A|Diagnostico no disponible
975.8|T48.903A|Diagnostico no disponible
975.8|T48.904A|Diagnostico no disponible
975.8|T48.991A|Diagnostico no disponible
975.8|T48.992A|Diagnostico no disponible
975.8|T48.993A|Diagnostico no disponible
975.8|T48.994A|Diagnostico no disponible
976.0|T49.0X1A|Poisoning by local antifungal, anti-infective and anti-inflammatory drugs, accidental (unintentional), initial encounter
976.0|T49.0X2A|Diagnostico no disponible
976.0|T49.0X3A|Diagnostico no disponible
976.0|T49.0X4A|Diagnostico no disponible
976.1|T49.1X1A|Poisoning by antipruritics, accidental (unintentional), initial encounter
976.1|T49.1X2A|Diagnostico no disponible
976.1|T49.1X3A|Diagnostico no disponible
976.1|T49.1X4A|Diagnostico no disponible
976.2|T49.2X1A|Poisoning by local astringents and local detergents, accidental (unintentional), initial encounter
976.2|T49.2X2A|Diagnostico no disponible
976.2|T49.2X3A|Diagnostico no disponible
976.2|T49.2X4A|Diagnostico no disponible
976.3|T49.3X1A|Poisoning by emollients, demulcents and protectants, accidental (unintentional), initial encounter
976.3|T49.3X2A|Diagnostico no disponible
976.3|T49.3X3A|Diagnostico no disponible
976.3|T49.3X4A|Diagnostico no disponible
976.4|T49.4X1A|Poisoning by keratolytics, keratoplastics, and other hair treatment drugs and preparations, accidental (unintentional), initial encounter
976.4|T49.4X2A|Diagnostico no disponible
976.4|T49.4X3A|Diagnostico no disponible
976.4|T49.4X4A|Diagnostico no disponible
976.5|T49.5X1A|Poisoning by ophthalmological drugs and preparations, accidental (unintentional), initial encounter
976.5|T49.5X2A|Diagnostico no disponible
976.5|T49.5X3A|Diagnostico no disponible
976.5|T49.5X4A|Diagnostico no disponible
976.6|T49.6X1A|Poisoning by otorhinolaryngological drugs and preparations, accidental (unintentional), initial encounter
976.6|T49.6X2A|Diagnostico no disponible
976.6|T49.6X3A|Diagnostico no disponible
976.6|T49.6X4A|Diagnostico no disponible
976.7|T49.7X1A|Poisoning by dental drugs, topically applied, accidental (unintentional), initial encounter
976.7|T49.7X2A|Diagnostico no disponible
976.7|T49.7X3A|Diagnostico no disponible
976.7|T49.7X4A|Diagnostico no disponible
976.8|T49.8X1A|Poisoning by other topical agents, accidental (unintentional), initial encounter
976.8|T49.8X2A|Diagnostico no disponible
976.8|T49.8X3A|Diagnostico no disponible
976.8|T49.8X4A|Diagnostico no disponible
976.9|T49.91XA|Diagnostico no disponible
976.9|T49.92XA|Diagnostico no disponible
976.9|T49.93XA|Diagnostico no disponible
976.9|T49.94XA|Diagnostico no disponible
977.0|T50.5X1A|Poisoning by appetite depressants, accidental (unintentional), initial encounter
977.0|T50.5X2A|Diagnostico no disponible
977.0|T50.5X3A|Diagnostico no disponible
977.0|T50.5X4A|Diagnostico no disponible
977.1|T50.991A|Poisoning by other drugs, medicaments and biological substances, accidental (unintentional), initial encounter
977.2|T50.6X1A|Poisoning by antidotes and chelating agents, accidental (unintentional), initial encounter
977.2|T50.6X2A|Diagnostico no disponible
977.2|T50.6X3A|Diagnostico no disponible
977.2|T50.6X4A|Diagnostico no disponible
977.3|T50.991A|Poisoning by other drugs, medicaments and biological substances, accidental (unintentional), initial encounter
977.4|T50.991A|Poisoning by other drugs, medicaments and biological substances, accidental (unintentional), initial encounter
977.8|T50.8X1A|Poisoning by diagnostic agents, accidental (unintentional), initial encounter
977.8|T50.8X2A|Diagnostico no disponible
977.8|T50.8X3A|Diagnostico no disponible
977.8|T50.8X4A|Diagnostico no disponible
977.9|T50.901A|Poisoning by unspecified drugs, medicaments and biological substances, accidental (unintentional), initial encounter
977.9|T50.902A|Diagnostico no disponible
977.9|T50.903A|Diagnostico no disponible
977.9|T50.904A|Diagnostico no disponible
978.0|T50.A91A|Poisoning by other bacterial vaccines, accidental (unintentional), initial encounter
978.1|T50.A92A|Poisoning by other bacterial vaccines, intentional self-harm, initial encounter
978.2|T50.A92A|Poisoning by other bacterial vaccines, intentional self-harm, initial encounter
978.3|T50.A92A|Poisoning by other bacterial vaccines, intentional self-harm, initial encounter
978.4|T50.A92A|Poisoning by other bacterial vaccines, intentional self-harm, initial encounter
978.5|T50.A92A|Poisoning by other bacterial vaccines, intentional self-harm, initial encounter
978.6|T50.A11A|Poisoning by pertussis vaccine, including combinations with a pertussis component, accidental (unintentional), initial encounter
978.6|T50.A12A|Diagnostico no disponible
978.6|T50.A13A|Diagnostico no disponible
978.6|T50.A14A|Diagnostico no disponible
978.8|T50.A91A|Poisoning by other bacterial vaccines, accidental (unintentional), initial encounter
978.8|T50.A92A|Diagnostico no disponible
978.8|T50.A93A|Diagnostico no disponible
978.8|T50.A94A|Diagnostico no disponible
978.9|T50.A21A|Poisoning by mixed bacterial vaccines without a pertussis component, accidental (unintentional), initial encounter
978.9|T50.A22A|Diagnostico no disponible
978.9|T50.A23A|Diagnostico no disponible
978.9|T50.A24A|Diagnostico no disponible
979.0|T50.B11A|Poisoning by smallpox vaccines, accidental (unintentional), initial encounter
979.0|T50.B12A|Diagnostico no disponible
979.0|T50.B13A|Diagnostico no disponible
979.0|T50.B14A|Diagnostico no disponible
979.1|T50.B91A|Poisoning by other viral vaccines, accidental (unintentional), initial encounter
979.2|T50.B91A|Poisoning by other viral vaccines, accidental (unintentional), initial encounter
979.3|T50.B91A|Poisoning by other viral vaccines, accidental (unintentional), initial encounter
979.4|T50.B91A|Poisoning by other viral vaccines, accidental (unintentional), initial encounter
979.5|T50.B91A|Poisoning by other viral vaccines, accidental (unintentional), initial encounter
979.6|T50.B91A|Poisoning by other viral vaccines, accidental (unintentional), initial encounter
979.6|T50.B92A|Diagnostico no disponible
979.6|T50.B93A|Diagnostico no disponible
979.6|T50.B94A|Diagnostico no disponible
979.7|T50.Z91A|Poisoning by other vaccines and biological substances, accidental (unintentional), initial encounter
979.9|T50.901A|Diagnostico no disponible
979.9|T50.991A|Poisoning by other drugs, medicaments and biological substances, accidental (unintentional), initial encounter
979.9|T50.992A|Diagnostico no disponible
979.9|T50.993A|Diagnostico no disponible
979.9|T50.994A|Diagnostico no disponible
979.9|T50.Z91A|Diagnostico no disponible
979.9|T50.Z92A|Diagnostico no disponible
979.9|T50.Z93A|Diagnostico no disponible
979.9|T50.Z94A|Diagnostico no disponible
980.0|T51.0X1A|Toxic effect of ethanol, accidental (unintentional), initial encounter
980.0|T51.0X2A|Diagnostico no disponible
980.0|T51.0X3A|Diagnostico no disponible
980.0|T51.0X4A|Diagnostico no disponible
980.1|T51.1X1A|Toxic effect of methanol, accidental (unintentional), initial encounter
980.1|T51.1X2A|Diagnostico no disponible
980.1|T51.1X3A|Diagnostico no disponible
980.1|T51.1X4A|Diagnostico no disponible
980.2|T51.2X1A|Toxic effect of 2-Propanol, accidental (unintentional), initial encounter
980.2|T51.2X2A|Diagnostico no disponible
980.2|T51.2X3A|Diagnostico no disponible
980.2|T51.2X4A|Diagnostico no disponible
980.3|T51.3X1A|Toxic effect of fusel oil, accidental (unintentional), initial encounter
980.3|T51.3X2A|Diagnostico no disponible
980.3|T51.3X3A|Diagnostico no disponible
980.3|T51.3X4A|Diagnostico no disponible
980.8|T51.8X1A|Toxic effect of other alcohols, accidental (unintentional), initial encounter
980.8|T51.8X2A|Diagnostico no disponible
980.8|T51.8X3A|Diagnostico no disponible
980.8|T51.8X4A|Diagnostico no disponible
980.9|T51.91XA|Diagnostico no disponible
980.9|T51.92XA|Diagnostico no disponible
980.9|T51.93XA|Diagnostico no disponible
980.9|T51.94XA|Diagnostico no disponible
981|T52.0X1A|Diagnostico no disponible
981|T52.0X2A|Diagnostico no disponible
981|T52.0X3A|Diagnostico no disponible
981|T52.0X4A|Toxic effect of petroleum products, undetermined, initial encounter
982.0|T52.1X1A|Diagnostico no disponible
982.0|T52.1X2A|Diagnostico no disponible
982.0|T52.1X3A|Diagnostico no disponible
982.0|T52.1X4A|Diagnostico no disponible
982.0|T52.2X1A|Diagnostico no disponible
982.0|T52.2X2A|Diagnostico no disponible
982.0|T52.2X3A|Diagnostico no disponible
982.0|T52.2X4A|Diagnostico no disponible
982.0|T65.3X1A|Diagnostico no disponible
982.0|T65.3X2A|Diagnostico no disponible
982.0|T65.3X3A|Diagnostico no disponible
982.0|T65.3X4A|Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, undetermined, initial encounter
982.1|T53.0X1A|Toxic effect of carbon tetrachloride, accidental (unintentional), initial encounter
982.1|T53.0X2A|Diagnostico no disponible
982.1|T53.0X3A|Diagnostico no disponible
982.1|T53.0X4A|Diagnostico no disponible
982.2|T65.4X1A|Toxic effect of carbon disulfide, accidental (unintentional), initial encounter
982.2|T65.4X2A|Diagnostico no disponible
982.2|T65.4X3A|Diagnostico no disponible
982.2|T65.4X4A|Diagnostico no disponible
982.3|T53.1X1A|Diagnostico no disponible
982.3|T53.1X2A|Diagnostico no disponible
982.3|T53.1X3A|Diagnostico no disponible
982.3|T53.1X4A|Diagnostico no disponible
982.3|T53.2X1A|Diagnostico no disponible
982.3|T53.2X2A|Diagnostico no disponible
982.3|T53.2X3A|Diagnostico no disponible
982.3|T53.2X4A|Diagnostico no disponible
982.3|T53.3X1A|Diagnostico no disponible
982.3|T53.3X2A|Diagnostico no disponible
982.3|T53.3X3A|Diagnostico no disponible
982.3|T53.3X4A|Diagnostico no disponible
982.3|T53.4X1A|Diagnostico no disponible
982.3|T53.4X2A|Diagnostico no disponible
982.3|T53.4X3A|Diagnostico no disponible
982.3|T53.4X4A|Diagnostico no disponible
982.3|T53.6X1A|Diagnostico no disponible
982.3|T53.6X2A|Diagnostico no disponible
982.3|T53.6X3A|Diagnostico no disponible
982.3|T53.6X4A|Diagnostico no disponible
982.3|T53.7X1A|Diagnostico no disponible
982.3|T53.7X2A|Toxic effect of other halogen derivatives of aromatic hydrocarbons, intentional self-harm, initial encounter
982.3|T53.7X3A|Diagnostico no disponible
982.3|T53.7X4A|Diagnostico no disponible
982.3|T53.91XA|Diagnostico no disponible
982.3|T53.92XA|Diagnostico no disponible
982.3|T53.93XA|Diagnostico no disponible
982.3|T53.94XA|Diagnostico no disponible
982.4|T52.3X1A|Toxic effect of glycols, accidental (unintentional), initial encounter
982.4|T52.3X2A|Diagnostico no disponible
982.4|T52.3X3A|Diagnostico no disponible
982.4|T52.3X4A|Diagnostico no disponible
982.8|T52.4X1A|Toxic effect of ketones, accidental (unintentional), initial encounter
982.8|T52.4X2A|Diagnostico no disponible
982.8|T52.4X3A|Diagnostico no disponible
982.8|T52.4X4A|Diagnostico no disponible
982.8|T52.8X1A|Diagnostico no disponible
982.8|T52.8X2A|Diagnostico no disponible
982.8|T52.8X3A|Diagnostico no disponible
982.8|T52.8X4A|Diagnostico no disponible
982.8|T52.91XA|Diagnostico no disponible
982.8|T52.92XA|Diagnostico no disponible
982.8|T52.93XA|Diagnostico no disponible
982.8|T52.94XA|Diagnostico no disponible
983.0|T54.0X1A|Toxic effect of phenol and phenol homologues, accidental (unintentional), initial encounter
983.0|T54.0X2A|Diagnostico no disponible
983.0|T54.0X3A|Diagnostico no disponible
983.0|T54.0X4A|Diagnostico no disponible
983.1|T54.2X1A|Diagnostico no disponible
983.1|T54.2X2A|Toxic effect of corrosive acids and acid-like substances, intentional self-harm, initial encounter
983.1|T54.2X3A|Diagnostico no disponible
983.1|T54.2X4A|Diagnostico no disponible
983.2|T54.3X1A|Diagnostico no disponible
983.2|T54.3X2A|Toxic effect of corrosive alkalis and alkali-like substances, intentional self-harm, initial encounter
983.2|T54.3X3A|Diagnostico no disponible
983.2|T54.3X4A|Diagnostico no disponible
983.9|T54.1X1A|Diagnostico no disponible
983.9|T54.1X2A|Toxic effect of other corrosive organic compounds, intentional self-harm, initial encounter
983.9|T54.1X3A|Diagnostico no disponible
983.9|T54.1X4A|Diagnostico no disponible
983.9|T54.91XA|Diagnostico no disponible
983.9|T54.92XA|Diagnostico no disponible
983.9|T54.93XA|Diagnostico no disponible
983.9|T54.94XA|Diagnostico no disponible
983.9|T57.1X1A|Diagnostico no disponible
983.9|T57.1X2A|Diagnostico no disponible
983.9|T57.1X3A|Diagnostico no disponible
983.9|T57.1X4A|Diagnostico no disponible
984.0|T56.0X1A|Toxic effect of lead and its compounds, accidental (unintentional), initial encounter
984.0|T56.0X2A|Diagnostico no disponible
984.0|T56.0X3A|Diagnostico no disponible
984.0|T56.0X4A|Diagnostico no disponible
984.1|T56.0X1A|Toxic effect of lead and its compounds, accidental (unintentional), initial encounter
984.1|T56.0X2A|Diagnostico no disponible
984.1|T56.0X3A|Diagnostico no disponible
984.1|T56.0X4A|Diagnostico no disponible
984.8|T56.0X1A|Toxic effect of lead and its compounds, accidental (unintentional), initial encounter
984.8|T56.0X2A|Diagnostico no disponible
984.8|T56.0X3A|Diagnostico no disponible
984.8|T56.0X4A|Diagnostico no disponible
984.9|M1A.10X1|Diagnostico no disponible
984.9|T56.0X1A|Diagnostico no disponible
984.9|T56.0X2A|Diagnostico no disponible
984.9|T56.0X3A|Diagnostico no disponible
984.9|T56.0X4A|Diagnostico no disponible
985.0|T56.1X1A|Diagnostico no disponible
985.0|T56.1X2A|Diagnostico no disponible
985.0|T56.1X3A|Toxic effect of mercury and its compounds, assault, initial encounter
985.0|T56.1X4A|Diagnostico no disponible
985.1|T57.0X1A|Toxic effect of arsenic and its compounds, accidental (unintentional), initial encounter
985.1|T57.0X2A|Diagnostico no disponible
985.1|T57.0X3A|Diagnostico no disponible
985.1|T57.0X4A|Diagnostico no disponible
985.2|T57.2X1A|Toxic effect of manganese and its compounds, accidental (unintentional), initial encounter
985.2|T57.2X2A|Diagnostico no disponible
985.2|T57.2X3A|Diagnostico no disponible
985.2|T57.2X4A|Diagnostico no disponible
985.3|T56.7X1A|Toxic effect of beryllium and its compounds, accidental (unintentional), initial encounter
985.3|T56.7X2A|Diagnostico no disponible
985.3|T56.7X3A|Diagnostico no disponible
985.3|T56.7X4A|Diagnostico no disponible
985.4|T56.891A|Toxic effect of other metals, accidental (unintentional), initial encounter
985.5|T56.3X1A|Toxic effect of cadmium and its compounds, accidental (unintentional), initial encounter
985.5|T56.3X2A|Diagnostico no disponible
985.5|T56.3X3A|Diagnostico no disponible
985.5|T56.3X4A|Diagnostico no disponible
985.6|T56.2X1A|Toxic effect of chromium and its compounds, accidental (unintentional), initial encounter
985.6|T56.2X2A|Diagnostico no disponible
985.6|T56.2X3A|Diagnostico no disponible
985.6|T56.2X4A|Diagnostico no disponible
985.8|T56.4X1A|Toxic effect of copper and its compounds, accidental (unintentional), initial encounter
985.8|T56.4X2A|Diagnostico no disponible
985.8|T56.4X3A|Diagnostico no disponible
985.8|T56.4X4A|Diagnostico no disponible
985.8|T56.5X1A|Diagnostico no disponible
985.8|T56.5X2A|Diagnostico no disponible
985.8|T56.5X3A|Diagnostico no disponible
985.8|T56.5X4A|Diagnostico no disponible
985.8|T56.6X1A|Diagnostico no disponible
985.8|T56.6X2A|Diagnostico no disponible
985.8|T56.6X3A|Diagnostico no disponible
985.8|T56.6X4A|Diagnostico no disponible
985.8|T56.891A|Diagnostico no disponible
985.8|T56.892A|Diagnostico no disponible
985.8|T56.893A|Diagnostico no disponible
985.8|T56.894A|Diagnostico no disponible
985.9|T56.91XA|Diagnostico no disponible
985.9|T56.92XA|Diagnostico no disponible
985.9|T56.93XA|Diagnostico no disponible
985.9|T56.94XA|Diagnostico no disponible
986|T58.01XA|Diagnostico no disponible
986|T58.02XA|Diagnostico no disponible
986|T58.03XA|Diagnostico no disponible
986|T58.04XA|Diagnostico no disponible
986|T58.11XA|Diagnostico no disponible
986|T58.12XA|Diagnostico no disponible
986|T58.13XA|Diagnostico no disponible
986|T58.14XA|Diagnostico no disponible
986|T58.2X1A|Diagnostico no disponible
986|T58.2X2A|Diagnostico no disponible
986|T58.2X3A|Diagnostico no disponible
986|T58.2X4A|Diagnostico no disponible
986|T58.8X1A|Diagnostico no disponible
986|T58.8X2A|Diagnostico no disponible
986|T58.8X3A|Diagnostico no disponible
986|T58.8X4A|Diagnostico no disponible
986|T58.91XA|Diagnostico no disponible
986|T58.92XA|Diagnostico no disponible
986|T58.93XA|Diagnostico no disponible
986|T58.94XA|Diagnostico no disponible
987.0|T59.891A|Toxic effect of other specified gases, fumes and vapors, accidental (unintentional), initial encounter
987.1|T59.2X1A|Toxic effect of formaldehyde, accidental (unintentional), initial encounter
987.1|T59.2X2A|Diagnostico no disponible
987.1|T59.2X3A|Diagnostico no disponible
987.1|T59.2X4A|Diagnostico no disponible
987.2|T59.0X1A|Toxic effect of nitrogen oxides, accidental (unintentional), initial encounter
987.2|T59.0X2A|Diagnostico no disponible
987.2|T59.0X3A|Diagnostico no disponible
987.2|T59.0X4A|Diagnostico no disponible
987.3|T59.1X1A|Toxic effect of sulfur dioxide, accidental (unintentional), initial encounter
987.3|T59.1X2A|Diagnostico no disponible
987.3|T59.1X3A|Diagnostico no disponible
987.3|T59.1X4A|Diagnostico no disponible
987.4|T53.5X1A|Toxic effect of chlorofluorocarbons, accidental (unintentional), initial encounter
987.4|T53.5X2A|Diagnostico no disponible
987.4|T53.5X3A|Diagnostico no disponible
987.4|T53.5X4A|Diagnostico no disponible
987.5|T59.3X1A|Toxic effect of lacrimogenic gas, accidental (unintentional), initial encounter
987.5|T59.3X2A|Diagnostico no disponible
987.5|T59.3X3A|Diagnostico no disponible
987.5|T59.3X4A|Diagnostico no disponible
987.6|T59.4X1A|Toxic effect of chlorine gas, accidental (unintentional), initial encounter
987.6|T59.4X2A|Diagnostico no disponible
987.6|T59.4X3A|Diagnostico no disponible
987.6|T59.4X4A|Diagnostico no disponible
987.7|T57.3X1A|Toxic effect of hydrogen cyanide, accidental (unintentional), initial encounter
987.7|T57.3X2A|Diagnostico no disponible
987.7|T57.3X3A|Diagnostico no disponible
987.7|T57.3X4A|Diagnostico no disponible
987.8|T59.5X1A|Toxic effect of fluorine gas and hydrogen fluoride, accidental (unintentional), initial encounter
987.8|T59.5X2A|Diagnostico no disponible
987.8|T59.5X3A|Diagnostico no disponible
987.8|T59.5X4A|Diagnostico no disponible
987.8|T59.6X1A|Diagnostico no disponible
987.8|T59.6X2A|Diagnostico no disponible
987.8|T59.6X3A|Diagnostico no disponible
987.8|T59.6X4A|Diagnostico no disponible
987.8|T59.7X1A|Diagnostico no disponible
987.8|T59.7X2A|Diagnostico no disponible
987.8|T59.7X3A|Diagnostico no disponible
987.8|T59.7X4A|Diagnostico no disponible
987.8|T59.811A|Diagnostico no disponible
987.8|T59.812A|Diagnostico no disponible
987.8|T59.813A|Diagnostico no disponible
987.8|T59.814A|Diagnostico no disponible
987.8|T59.891A|Diagnostico no disponible
987.8|T59.892A|Diagnostico no disponible
987.8|T59.893A|Diagnostico no disponible
987.8|T59.894A|Diagnostico no disponible
987.9|T59.811A|Diagnostico no disponible
987.9|T59.812A|Diagnostico no disponible
987.9|T59.813A|Diagnostico no disponible
987.9|T59.814A|Diagnostico no disponible
987.9|T59.91XA|Diagnostico no disponible
987.9|T59.92XA|Diagnostico no disponible
987.9|T59.93XA|Diagnostico no disponible
987.9|T59.94XA|Diagnostico no disponible
988.0|T61.01XA|Diagnostico no disponible
988.0|T61.02XA|Diagnostico no disponible
988.0|T61.03XA|Diagnostico no disponible
988.0|T61.04XA|Diagnostico no disponible
988.0|T61.11XA|Diagnostico no disponible
988.0|T61.12XA|Diagnostico no disponible
988.0|T61.13XA|Diagnostico no disponible
988.0|T61.14XA|Diagnostico no disponible
988.0|T61.771A|Diagnostico no disponible
988.0|T61.772A|Diagnostico no disponible
988.0|T61.773A|Diagnostico no disponible
988.0|T61.774A|Diagnostico no disponible
988.0|T61.781A|Diagnostico no disponible
988.0|T61.782A|Diagnostico no disponible
988.0|T61.783A|Diagnostico no disponible
988.0|T61.784A|Diagnostico no disponible
988.0|T61.8X1A|Toxic effect of other seafood, accidental (unintentional), initial encounter
988.0|T61.8X2A|Diagnostico no disponible
988.0|T61.8X3A|Diagnostico no disponible
988.0|T61.8X4A|Diagnostico no disponible
988.0|T61.91XA|Diagnostico no disponible
988.0|T61.92XA|Diagnostico no disponible
988.0|T61.93XA|Diagnostico no disponible
988.0|T61.94XA|Diagnostico no disponible
988.1|T62.0X1A|Toxic effect of ingested mushrooms, accidental (unintentional), initial encounter
988.1|T62.0X2A|Diagnostico no disponible
988.1|T62.0X3A|Diagnostico no disponible
988.1|T62.0X4A|Diagnostico no disponible
988.2|T62.1X1A|Toxic effect of ingested berries, accidental (unintentional), initial encounter
988.2|T62.1X2A|Diagnostico no disponible
988.2|T62.1X3A|Diagnostico no disponible
988.2|T62.1X4A|Diagnostico no disponible
988.2|T62.2X1A|Diagnostico no disponible
988.2|T62.2X2A|Diagnostico no disponible
988.2|T62.2X3A|Diagnostico no disponible
988.2|T62.2X4A|Diagnostico no disponible
988.8|T62.8X1A|Toxic effect of other specified noxious substances eaten as food, accidental (unintentional), initial encounter
988.8|T62.8X2A|Diagnostico no disponible
988.8|T62.8X3A|Diagnostico no disponible
988.8|T62.8X4A|Diagnostico no disponible
988.9|T62.91XA|Diagnostico no disponible
988.9|T62.92XA|Diagnostico no disponible
988.9|T62.93XA|Diagnostico no disponible
988.9|T62.94XA|Diagnostico no disponible
