ICD9|ICD10|Description
V78.0|Z13.0|Contacto para cribado de enfermedades hematológicas, órganos hematopoyéticos y ciertos trastornos que afectan al sistema inmunitario
V78.1|Z13.0|Contacto para cribado de enfermedades hematológicas, órganos hematopoyéticos y ciertos trastornos que afectan al sistema inmunitario
V78.2|Z13.0|Contacto para cribado de enfermedades hematológicas, órganos hematopoyéticos y ciertos trastornos que afectan al sistema inmunitario
V78.3|Z13.0|Contacto para cribado de enfermedades hematológicas, órganos hematopoyéticos y ciertos trastornos que afectan al sistema inmunitario
V78.8|Z13.0|Contacto para cribado de enfermedades hematológicas, órganos hematopoyéticos y ciertos trastornos que afectan al sistema inmunitario
V78.9|Z13.0|Contacto para cribado de enfermedades hematológicas, órganos hematopoyéticos y ciertos trastornos que afectan al sistema inmunitario
V77.1|Z13.1|Contacto para cribado de diabetes mellitus
V77.2|Z13.21|Contacto para cribado de trastorno nutricional
V77.99|Z13.21|Contacto para cribado de trastorno nutricional
V77.91|Z13.220|Contacto para cribado de trastornos de lípidos
V77.3|Z13.228|Contacto para cribado de otros trastornos metabólicos
V77.4|Z13.228|Contacto para cribado de otros trastornos metabólicos
V77.6|Z13.228|Contacto para cribado de otros trastornos metabólicos
V77.7|Z13.228|Contacto para cribado de otros trastornos metabólicos
V77.99|Z13.228|Contacto para cribado de otros trastornos metabólicos
V77.0|Z13.29|Contacto para cribado por sospecha de otros trastornos endocrinos
V77.99|Z13.29|Contacto para cribado por sospecha de otros trastornos endocrinos
V79.2|Z13.4|Contacto para cribado de ciertos trastornos del desarrollo en la infancia
V79.3|Z13.4|Contacto para cribado de ciertos trastornos del desarrollo en la infancia
V79.8|Z13.4|Contacto para cribado de ciertos trastornos del desarrollo en la infancia
V80.1|Z13.5|Contacto para cribado de trastornos de los ojos y oídos
V80.2|Z13.5|Contacto para cribado de trastornos de los ojos y oídos
V80.3|Z13.5|Contacto para cribado de trastornos de los ojos y oídos
V81.0|Z13.6|Contacto para cribado de trastornos cardiovasculares
V81.1|Z13.6|Contacto para cribado de trastornos cardiovasculares
V81.2|Z13.6|Contacto para cribado de trastornos cardiovasculares
V82.71|Z13.71|Contacto para cribado no reproductivo del estado de portador de enfermedad genética
V82.79|Z13.79|Contacto para otros cribados de anomalías genéticas y cromosómicas
V82.81|Z13.820|Contacto para cribado de osteoporosis
V82.1|Z13.828|Contacto para cribado de otro trastorno osteomuscular
V82.3|Z13.828|Contacto para cribado de otro trastorno osteomuscular
V81.3|Z13.83|Contacto para cribado de trastorno respiratorio NCOC
V81.4|Z13.83|Contacto para cribado de trastorno respiratorio NCOC
V80.01|Z13.850|Contacto para cribado de lesión cerebral traumática
V80.09|Z13.858|Contacto para cribado de otros trastornos del sistema nervioso
V82.5|Z13.88|Contacto para cribado para trastornos debidos a exposición a contaminantes
V77.8|Z13.89|Contacto para cribado de otro trastorno
V79.0|Z13.89|Contacto para cribado de otro trastorno
V79.1|Z13.89|Contacto para cribado de otro trastorno
V79.9|Z13.89|Contacto para cribado de otro trastorno
V81.5|Z13.89|Contacto para cribado de otro trastorno
V81.6|Z13.89|Contacto para cribado de otro trastorno
V82.0|Z13.89|Contacto para cribado de otro trastorno
V82.2|Z13.89|Contacto para cribado de otro trastorno
V82.4|Z13.89|Contacto para cribado de otro trastorno
V82.6|Z13.89|Contacto para cribado de otro trastorno
V82.79|Z13.89|Contacto para cribado de otro trastorno
V82.89|Z13.89|Contacto para cribado de otro trastorno
V82.9|Z13.9|Contacto para cribado, no especificado
V83.01|Z14.01|Portador de hemofilia A asintomático
V83.02|Z14.02|Portador de hemofilia A sintomático
V83.81|Z14.1|Portador de fibrosis quística
V83.89|Z14.8|Portador genético de otra enfermedad
V84.01|Z15.01|Susceptibilidad genética a neoplasia maligna de mama
V84.02|Z15.02|Susceptibilidad genética a neoplasia maligna de ovario
V84.03|Z15.03|Susceptibilidad genética a neoplasia maligna de próstata
V84.04|Z15.04|Susceptibilidad genética a neoplasia maligna de endometrio
V84.09|Z15.09|Susceptibilidad genética a otra neoplasia maligna
V84.81|Z15.81|Susceptibilidad genética a neoplasia endocrina múltiple [NEM]
V84.89|Z15.89|Susceptibilidad genética a otra enfermedad
V09.1|Z16.10|Resistencia a antibióticos beta lactámicos no especificados
V09.0|Z16.11|Resistencia a penicilinas
V09.1|Z16.12|Resistencia a beta lactamasa de espectro extendido (BLEE)
V09.1|Z16.19|Resistencia a otros antibióticos betalactámicos
V09.80|Z16.20|Resistencia a antibiótico no especificado
V09.80|Z16.21|Resistencia a vancomicina
V09.80|Z16.22|Resistencia a antibióticos relacionados con la vancomicina
V09.50|Z16.23|Resistencia a quinolonas y fluoroquinolonas
V09.51|Z16.23|Resistencia a quinolonas y fluoroquinolonas
V09.91|Z16.24|Resistencia a múltiples antibióticos
V09.2|Z16.29|Resistencia a otro único tipo de antibiótico especificado
V09.3|Z16.29|Resistencia a otro único tipo de antibiótico especificado
V09.4|Z16.29|Resistencia a otro único tipo de antibiótico especificado
V09.6|Z16.29|Resistencia a otro único tipo de antibiótico especificado
V09.90|Z16.30|Resistencia a fármacos antimicrobianos no especificados
V09.80|Z16.31|Resistencia a fármaco(s) antiparasitario(s)
V09.80|Z16.32|Resistencia a fármaco(s) antifúngico(s)
V09.80|Z16.33|Resistencia a fármaco(s) antivirales
V09.70|Z16.341|Resistencia a un único fármaco antimicobacteriano
V09.71|Z16.342|Resistencia a múltiples fármacos antimicobacterianos
V09.81|Z16.35|Resistencia a múltiples fármacos antimicrobianos
V09.80|Z16.39|Resistencia a otro tipo especificado de fármaco antimicrobiano
V86.0|Z17.0|Estado de receptor de estrógeno positivo [RE+]
V86.1|Z17.1|Estado de receptor de estrógeno negativo [RE-]
V90.01|Z18.01|Fragmentos de uranio empobrecido retenidos
V90.09|Z18.09|Otros fragmentos radioactivos retenidos
V90.10|Z18.10|Fragmentos metálicos, no especificados, retenidos
V90.11|Z18.11|Fragmentos metálicos magnéticos retenidos
V90.12|Z18.12|Fragmentos no-magnéticos metálicos retenidos
V90.2|Z18.2|Fragmentos plásticos retenidos
V90.31|Z18.31|Plumas o espinas de animales retenidas
V90.32|Z18.32|Diente retenido
V90.33|Z18.33|Fragmentos de madera retenidos
V90.39|Z18.39|Otros fragmentos orgánicos retenidos
V90.81|Z18.81|Fragmento de cristal retenido
V90.83|Z18.83|Fragmento cristalino o de piedra retenido
V90.89|Z18.89|Otros fragmentos de cuerpo extraño especificado retenidos
V90.9|Z18.9|Fragmentos de cuerpo extraño, material no especificado, retenidos
V70.0|Z00.00|Contacto para reconocimiento médico general del adulto sin resultados anómalos
V72.60|Z00.00|Contacto para reconocimiento médico general del adulto sin resultados anómalos
V72.62|Z00.00|Contacto para reconocimiento médico general del adulto sin resultados anómalos
V20.31|Z00.110|Reconocimiento de salud del recién nacido menor de 8 días de edad
V20.32|Z00.111|Reconocimiento de salud del recién nacido de 8 a 28 días de edad
V20.2|Z00.129|Contacto para reconocimiento médico rutinario de salud infantil sin resultados anómalos
V21.0|Z00.2|Contacto para reconocimiento durante un periodo de crecimiento rápido en la infancia
V21.8|Z00.2|Contacto para reconocimiento durante un periodo de crecimiento rápido en la infancia
V21.1|Z00.3|Contacto para reconocimiento del estado del desarrollo del adolescente
V21.2|Z00.3|Contacto para reconocimiento del estado del desarrollo del adolescente
V21.8|Z00.3|Contacto para reconocimiento del estado del desarrollo del adolescente
V70.8|Z00.5|Contacto para reconocimiento de donante potencial de órganos y tejidos
V70.7|Z00.6|Contacto para reconocimiento de comparación normal y control en programa de investigación clínica
V70.2|Z00.8|Contacto para otro reconocimiento médico general
V70.6|Z00.8|Contacto para otro reconocimiento médico general
V70.8|Z00.8|Contacto para otro reconocimiento médico general
V70.9|Z00.8|Contacto para otro reconocimiento médico general
V72.0|Z01.00|Contacto para reconocimiento médico de ojos y visión sin resultados anómalos
V72.0|Z01.01|Contacto para reconocimiento médico de los ojos y la visión con resultados anómalos
V72.19|Z01.10|Contacto para reconocimiento médico de las oídos y la audición sin resultados anómalos
V72.11|Z01.110|Contacto para reconocimiento médico de la audición después de cribado de audición fallido
V72.19|Z01.118|Contacto para reconocimiento médico de los oídos y la audición con otros resultados anómalos
V72.12|Z01.12|Contacto para conservación y tratamiento de la audición
V72.2|Z01.20|Contacto para revisión y limpieza dental sin resultados anómalos
V72.2|Z01.21|Contacto para revisión y limpieza dental con resultados anómalos
V72.31|Z01.411|Contacto para reconocimiento ginecológico (general) (de rutina) con resultados anómalos
V72.31|Z01.419|Contacto para reconocimiento ginecológico (general) (de rutina) sin resultados anómalos
V72.32|Z01.42|Contacto para frotis cervical para confirmar los resultados de un frotis reciente normal después de un frotis anormal inicial
V72.81|Z01.810|Contacto para reconocimiento médico cardiovascular antes de un procedimiento
V72.82|Z01.811|Contacto para reconocimiento médico respiratorio antes de un procedimiento
V72.63|Z01.812|Contacto para pruebas de laboratorio antes de un procedimiento
V72.84|Z01.812|Contacto para pruebas de laboratorio antes de un procedimiento
V72.83|Z01.818|Contacto para otro reconocimiento médico antes de un procedimiento
V72.84|Z01.818|Contacto para otro reconocimiento médico antes de un procedimiento
V72.86|Z01.83|Contacto para determinación del grupo sanguíneo
V72.61|Z01.84|Contacto para prueba de respuesta a anticuerpos
V72.5|Z01.89|Contacto para otros reconocimientos médicos especiales especificados
V72.69|Z01.89|Contacto para otros reconocimientos médicos especiales especificados
V72.7|Z01.89|Contacto para otros reconocimientos médicos especiales especificados
V72.85|Z01.89|Contacto para otros reconocimientos médicos especiales especificados
V72.9|Z01.89|Contacto para otros reconocimientos médicos especiales especificados
V70.5|Z02.1|Contacto para reconocimiento médico previo a un empleo
V70.5|Z02.3|Contacto para reconocimiento médico para reclutamiento en las fuerzas armadas
V68.01|Z02.71|Contacto para determinación de incapacidad
V68.09|Z02.79|Contacto para expedición de otros certificados médicos
V70.4|Z02.81|Contacto para prueba de paternidad
V70.4|Z02.83|Contacto para análisis de alcohol y drogas en sangre
V68.89|Z02.89|Contacto para otro reconocimiento médico administrativo
V70.3|Z02.89|Contacto para otro reconocimiento médico administrativo
V70.5|Z02.89|Contacto para otro reconocimiento médico administrativo
V68.9|Z02.9|Contacto para reconocimientos médicos administrativos, no especificado
V71.89|Z03.6|Contacto para observación por sospecha de efecto tóxico de sustancia ingerida, que luego se descarta
V89.01|Z03.71|Contacto por sospecha de problema con la cavidad y membranas amnióticas descartado
V89.02|Z03.72|Contacto por sospecha de problema en placenta descartado
V89.03|Z03.73|Contacto por sospecha de anomalía fetal descartada
V89.04|Z03.74|Contacto por sospecha de problema en el crecimiento fetal descartado
V89.05|Z03.75|Contacto por sospecha de acortamiento cervical descartado
V89.09|Z03.79|Contacto por sospecha de otras afecciones maternas o fetales descartadas
V71.82|Z03.810|Contacto para observación por sospecha de exposición al ántrax descartada
V71.83|Z03.818|Contacto para observación por sospecha de exposición a otros agentes biológicos descartada
V71.01|Z03.89|Contacto para observación por sospecha de otras enfermedades y afecciones descartadas
V71.02|Z03.89|Contacto para observación por sospecha de otras enfermedades y afecciones descartadas
V71.09|Z03.89|Contacto para observación por sospecha de otras enfermedades y afecciones descartadas
V71.1|Z03.89|Contacto para observación por sospecha de otras enfermedades y afecciones descartadas
V71.2|Z03.89|Contacto para observación por sospecha de otras enfermedades y afecciones descartadas
V71.7|Z03.89|Contacto para observación por sospecha de otras enfermedades y afecciones descartadas
V71.89|Z03.89|Contacto para observación por sospecha de otras enfermedades y afecciones descartadas
V71.3|Z04.2|Contacto para reconocimiento médico y observación después de un accidente laboral
V71.4|Z04.3|Contacto para reconocimiento médico y observación después de otro accidente
V71.5|Z04.41|Contacto para reconocimiento médico y observación después de presunta violación en adulto
V70.1|Z04.6|Contacto para reconocimiento médico psiquiátrico general, solicitado por la autoridad
V71.81|Z04.71|Contacto para reconocimiento médico y observación después de presuntos malos tratos físicos en el adulto
V71.81|Z04.72|Contacto para reconocimiento médico y observación después de presuntos malos tratos físicos en niño
V68.2|Z04.8|Contacto para reconocimiento médico y observación por otras razones especificadas
V71.6|Z04.8|Contacto para reconocimiento médico y observación por otras razones especificadas
V68.81|Z04.9|Contacto para reconocimiento médico y observación por razón no especificada
V71.9|Z04.9|Contacto para reconocimiento médico y observación por razón no especificada
V67.01|Z08|Contacto para reconocimiento médico de seguimiento después de finalizar un tratamiento de neoplasia maligna
V67.1|Z08|Contacto para reconocimiento médico de seguimiento después de finalizar un tratamiento de neoplasia maligna
V67.2|Z08|Contacto para reconocimiento médico de seguimiento después de finalizar un tratamiento de neoplasia maligna
V67.6|Z08|Contacto para reconocimiento médico de seguimiento después de finalizar un tratamiento de neoplasia maligna
V67.9|Z08|Contacto para reconocimiento médico de seguimiento después de finalizar un tratamiento de neoplasia maligna
V67.00|Z09|Contacto para reconocimiento médico de seguimiento después de finalizar tratamiento de afecciones distintas de neoplasia maligna
V67.09|Z09|Contacto para reconocimiento médico de seguimiento después de finalizar tratamiento de afecciones distintas de neoplasia maligna
V67.1|Z09|Contacto para reconocimiento médico de seguimiento después de finalizar tratamiento de afecciones distintas de neoplasia maligna
V67.2|Z09|Contacto para reconocimiento médico de seguimiento después de finalizar tratamiento de afecciones distintas de neoplasia maligna
V67.3|Z09|Contacto para reconocimiento médico de seguimiento después de finalizar tratamiento de afecciones distintas de neoplasia maligna
V67.4|Z09|Contacto para reconocimiento médico de seguimiento después de finalizar tratamiento de afecciones distintas de neoplasia maligna
V67.51|Z09|Contacto para reconocimiento médico de seguimiento después de finalizar tratamiento de afecciones distintas de neoplasia maligna
V67.59|Z09|Contacto para reconocimiento médico de seguimiento después de finalizar tratamiento de afecciones distintas de neoplasia maligna
V67.6|Z09|Contacto para reconocimiento médico de seguimiento después de finalizar tratamiento de afecciones distintas de neoplasia maligna
V67.9|Z09|Contacto para reconocimiento médico de seguimiento después de finalizar tratamiento de afecciones distintas de neoplasia maligna
V50.49|Z40.00|Contacto para extracción profiláctica de órgano no especificado
V50.41|Z40.01|Contacto para extracción profiláctica de mama
V50.42|Z40.02|Contacto para extracción profiláctica de ovario(s)
V50.49|Z40.09|Contacto para extracción profiláctica de otro órgano
V50.0|Z41.1|Contacto para cirugía estética
V50.1|Z41.1|Contacto para cirugía estética
V50.2|Z41.2|Contacto para circuncisión masculina rutinaria y ritual
V50.3|Z41.3|Contacto para perforación de la oreja
V07.2|Z41.8|Contacto para otros procedimientos con fines distintos a remediar el estado de salud
V07.31|Z41.8|Contacto para otros procedimientos con fines distintos a remediar el estado de salud
V07.39|Z41.8|Contacto para otros procedimientos con fines distintos a remediar el estado de salud
V07.8|Z41.8|Contacto para otros procedimientos con fines distintos a remediar el estado de salud
V07.9|Z41.8|Contacto para otros procedimientos con fines distintos a remediar el estado de salud
V50.8|Z41.8|Contacto para otros procedimientos con fines distintos a remediar el estado de salud
V50.9|Z41.9|Contacto para procedimiento con fines distintos a remediar el estado de salud, no especificado
V51.0|Z42.1|Contacto para reconstrucción mamaria después de mastectomía
V51.8|Z42.8|Contacto por otro tipo cirugía plástica y reconstructiva después de un procedimiento médico o reparación de lesión
V55.0|Z43.0|Contacto para cuidados de traqueostomía
V55.1|Z43.1|Contacto para cuidados de gastrostomía
V55.2|Z43.2|Contacto para cuidados de ileostomía
V55.3|Z43.3|Contacto para cuidados de colostomía
V55.4|Z43.4|Contacto para cuidados de otros estomas artificiales del aparato digestivo
V55.5|Z43.5|Contacto para cuidados de cistostomía
V55.6|Z43.6|Contacto para cuidados de otros estomas artificiales del tracto urinario
V55.7|Z43.7|Contacto para cuidados de vagina artificial
V55.8|Z43.8|Contacto para cuidados de otras estomas artificiales
V55.9|Z43.9|Contacto de cuidados de estoma artificial no especificado
V52.0|Z44.009|Contacto para colocación y ajuste de brazo artificial no especificado, brazo no especificado
V52.1|Z44.109|Contacto para colocación y ajuste de pierna artificial no especificada, pierna no especificada
V52.2|Z44.20|Contacto para colocación y ajuste de ojo artificial, no especificado
V52.4|Z44.30|Contacto para colocación y ajuste de prótesis mamaria externa, mama no especificada
V52.8|Z44.8|Contacto para colocación y ajuste de otros dispositivos protésicos externos
V52.9|Z44.9|Contacto para colocación y ajuste de prótesis externa no especificada
V53.31|Z45.010|Contacto para inspección y examen del generador de pulso de marcapasos cardiaco [batería]
V53.31|Z45.018|Contacto para ajuste y mantenimiento de otra parte del marcapasos cardiaco
V53.32|Z45.02|Contacto para ajuste y mantenimiento de desfibrilador cardíaco automático implantable
V53.39|Z45.09|Contacto para ajuste y mantenimiento de otro dispositivo cardiaco
V58.81|Z45.2|Contacto para ajuste y mantenimiento de dispositivo de acceso vascular
V53.09|Z45.31|Contacto para ajuste y mantenimiento del dispositivo implantado de sustitución visual
V53.09|Z45.328|Contacto para ajuste y mantenimiento de otro dispositivo implantado de audición
V53.01|Z45.41|Contacto para ajuste y mantenimiento de dispositivo de drenaje de líquido cefalorraquídeo
V53.02|Z45.42|Contacto para ajuste y mantenimiento de neuroestimulador
V53.09|Z45.49|Contacto para ajuste y mantenimiento de otro dispositivo implantado del sistema nervioso
V53.1|Z46.0|Contacto para colocación y ajuste de gafas y lentes de contacto
V53.2|Z46.1|Contacto para colocación y ajuste de audífonos
V53.09|Z46.2|Contacto para colocación y ajuste de otros dispositivos relacionados con el sistema nervioso y los sentidos especiales
V52.3|Z46.3|Contacto para colocación y ajuste de dispositivo protésico dental
V53.4|Z46.4|Contacto para colocación y ajuste de dispositivo de ortodoncia
V58.5|Z46.4|Contacto para colocación y ajuste de dispositivo de ortodoncia
V53.51|Z46.51|Contacto para colocación y ajuste de banda gástrica
V53.50|Z46.59|Contacto para colocación y ajuste de otro aparato y dispositivo gastrointestinal
V53.59|Z46.59|Contacto para colocación y ajuste de otro aparato y dispositivo gastrointestinal
V53.6|Z46.6|Contacto para colocación y ajuste de dispositivo urinario
V53.91|Z46.81|Contacto para colocación y ajuste de bomba de insulina
V65.46|Z46.81|Contacto para colocación y ajuste de bomba de insulina
V58.82|Z46.82|Contacto para colocación y ajuste de catéter no vascular
V53.7|Z46.89|Contacto para colocación y ajuste de otros dispositivos especificados
V53.8|Z46.89|Contacto para colocación y ajuste de otros dispositivos especificados
V53.99|Z46.89|Contacto para colocación y ajuste de otros dispositivos especificados
V53.90|Z46.9|Contacto para colocación y ajuste de dispositivo no especificado
V54.81|Z47.1|Cuidados posteriores después de cirugía de sustitución articular
V54.01|Z47.2|Contacto para extracción de dispositivo de fijación interna
V54.82|Z47.31|Cuidados posteriores después de explantación de prótesis articular de hombro
V54.82|Z47.32|Cuidados posteriores después de explantación de prótesis articular de cadera
V54.82|Z47.33|Cuidados posteriores después de explantación de prótesis articular de rodilla
V54.89|Z47.89|Contacto para otros cuidados ortopédicos posteriores
V58.30|Z48.00|Contacto para cambio o retirada de vendaje de herida no quirúrgica
V58.31|Z48.01|Contacto para cambio o retirada de vendaje de herida quirúrgica
V58.32|Z48.02|Contacto para retirada de puntos de sutura
V58.49|Z48.03|Contacto para cambio o extracción de drenajes
V58.41|Z48.1|Contacto para el cierre planificado de herida posprocedimiento
V58.44|Z48.298|Contacto para cuidados posteriores después de otro trasplante de órgano
V58.42|Z48.3|Cuidados posteriores a cirugía de neoplasia
V58.71|Z48.810|Contacto para cuidados posquirúrgicos de cirugía de los órganos sensoriales
V58.72|Z48.811|Contacto para cuidados posquirúrgicos de cirugía de sistema nervioso
V58.73|Z48.812|Contacto para cuidados posquirúrgicos de cirugía en el aparato circulatorio
V58.74|Z48.813|Contacto para cuidados posquirúrgicos de cirugía en el aparato respiratorio
V58.75|Z48.814|Contacto para cuidados posquirúrgicos de cirugía dental o de la cavidad bucal
V58.75|Z48.815|Contacto para cuidados posquirúrgicos de cirugía en el aparato digestivo
V58.76|Z48.816|Contacto para cuidados posquirúrgicos de cirugía en el aparato genitourinario
V58.77|Z48.817|Contacto para cuidados posquirúrgicos de cirugía en piel y tejido subcutáneo
V58.43|Z48.89|Contacto para otros cuidados posquirúrgicos especificados
V58.49|Z48.89|Contacto para otros cuidados posquirúrgicos especificados
V58.78|Z48.89|Contacto para otros cuidados posquirúrgicos especificados
V56.1|Z49.01|Contacto para ajuste y mantenimiento de catéter de diálisis extracorpórea
V56.2|Z49.02|Contacto para ajuste y mantenimiento del catéter de diálisis peritoneal
V56.0|Z49.31|Contacto para prueba de adecuación de hemodiálisis
V56.31|Z49.31|Contacto para prueba de adecuación de hemodiálisis
V56.32|Z49.32|Contacto para prueba de adecuación de diálisis peritoneal
V56.8|Z49.32|Contacto para prueba de adecuación de diálisis peritoneal
V65.19|Z71.0|Persona que entra en contacto con los servicios de salud para consultar en nombre de otra persona
V65.5|Z71.1|Persona con temor a padecer una enfermedad, en la que no se llega a realizar un diagnóstico
V65.3|Z71.3|Asesoramiento y vigilancia dietética
V65.42|Z71.41|Asesoramiento por abuso de alcohol y vigilancia de persona alcohólica
V65.44|Z71.7|Asesoramiento por virus de inmunodeficiencia humana [VIH]
V61.10|Z71.89|Otro asesoramiento específico
V61.20|Z71.89|Otro asesoramiento específico
V61.23|Z71.89|Otro asesoramiento específico
V61.24|Z71.89|Otro asesoramiento específico
V61.25|Z71.89|Otro asesoramiento específico
V65.41|Z71.89|Otro asesoramiento específico
V65.43|Z71.89|Otro asesoramiento específico
V65.45|Z71.89|Otro asesoramiento específico
V65.49|Z71.89|Otro asesoramiento específico
V65.40|Z71.9|Asesoramiento, no especificado
V65.9|Z71.9|Asesoramiento, no especificado
V69.0|Z72.3|Falta de ejercicio físico
V69.1|Z72.4|Dieta y hábitos alimentarios inapropiados
V69.2|Z72.51|Conducta heterosexual de alto riesgo
V69.3|Z72.6|Juegos y apuestas
V69.4|Z72.820|Privación del sueño
V69.8|Z72.89|Otros problemas relacionados con el estilo de vida
V69.9|Z72.9|Problema relacionado con el estilo de vida, no especificado
V69.5|Z73.819|Comportamiento insomne en la niñez, tipo no especificado 
V49.85|Z73.82|Discapacidad sensorial dual
V49.84|Z74.01|Situación de confinamiento en cama
V60.4|Z74.2|Necesidad de asistencia en el hogar sin otro miembro de la familia que pueda prestar cuidados
V63.1|Z75.0|Servicios médicos no disponibles en el domicilio
V63.2|Z75.1|Persona en espera de admisión en servicio de salud en otro lugar
V63.0|Z75.3|Falta de disponibilidad e inaccesibilidad a centros de salud
V63.9|Z75.3|Falta de disponibilidad e inaccesibilidad a centros de salud
V63.8|Z75.4|Falta de disponibilidad e inaccesibilidad a otros tipos de instituciones de ayuda
V60.5|Z75.5|Vacaciones del proveedor de cuidados
V63.8|Z75.8|Otros problemas relacionados con las instalaciones médicas y otros servicios de salud
V68.1|Z76.0|Contacto para prescripción repetida
V20.0|Z76.1|Contacto para supervisión y cuidado de salud de niño expósito
V20.1|Z76.2|Contacto para supervisión y cuidado de salud de otro tipo de lactante y niño sano
V65.0|Z76.3|Persona sana que acompaña a persona enferma
V65.0|Z76.4|Otros usuarios de servicios sanitarios
V65.2|Z76.5|Persona que finge enfermedad [simulación consciente]
V65.11|Z76.81|Visita pediátrica preparto de futuro(s) padre(s)
V49.83|Z76.82|Estado de espera de trasplante de órgano
V65.8|Z76.89|Personas que entran en contacto con los servicios de salud en otras circunstancias especificadas
V87.01|Z77.010|Contacto con y (sospecha de) exposición al arsénico
V15.86|Z77.011|Contacto con y (sospecha de) exposición al plomo
V87.02|Z77.012|Contacto con y (sospecha de) exposición al uranio
V87.09|Z77.018|Contacto con y (sospecha de) exposición a otros metales peligrosos
V87.11|Z77.020|Contacto con y (sospecha de) exposición a aminas aromáticas
V87.12|Z77.021|Contacto con y (sospecha de) exposición al benceno
V87.19|Z77.028|Contacto con y (sospecha de) exposición a otros compuestos aromáticos peligrosos
V15.84|Z77.090|Contacto con y (sospecha de) exposición al amianto
V87.2|Z77.098|Contacto con y (sospecha de) exposición a otros productos químicos peligrosos, principalmente no medicinales
V87.31|Z77.120|Contacto y (sospecha de) exposición al moho (tóxico)
V87.32|Z77.121|Contacto y (sospecha de) exposición a toxinas de algas y algas nocivas
V87.39|Z77.29|Contacto y (sospecha de) exposición a otras sustancias peligrosas
V15.89|Z77.9|Otro contacto y (sospecha de) exposición peligrosa para la salud
V49.81|Z78.0|Estado de menopausia asintomática
V49.87|Z78.1|Estado de restricción física
V49.89|Z78.9|Otra estado de salud especificado
V58.61|Z79.01|Uso prolongado (actual) de anticoagulantes
V58.63|Z79.02|Uso prolongado (actual) de antitrombóticos / antiplaquetarios
V58.64|Z79.1|Uso prolongado (actual) de antiinflamatorios no esteroideos (AINES)
V58.62|Z79.2|Uso prolongado (actual) de antibióticos
V58.67|Z79.4|Uso prolongado (actual) de insulina
V58.65|Z79.51|Uso prolongado (actual) de esteroides inhalados
V58.65|Z79.52|Uso prolongado (actual) de esteroides sistémicos
V07.51|Z79.810|Uso prolongado (actual) de moduladores selectivos de receptores de estrógenos (SERMs)
V07.52|Z79.811|Uso prolongado (actual) de inhibidores de aromatasa
V07.59|Z79.818|Uso prolongado (actual) de otros agentes que afectan a los receptores de estrógenos y los niveles de estrógenos
V58.66|Z79.82|Uso prolongado (actual) de aspirina
V58.68|Z79.83|Uso prolongado (actual) de bifosfonatos
V07.4|Z79.890|Terapia de sustitución hormonal
V58.69|Z79.891|Uso prolongado (actual) de analgésicos opiáceos
V58.69|Z79.899|Otra terapia prolongada (actual) con medicamentos
V45.78|Z90.01|Ausencia adquirida de ojo
V45.71|Z90.10|Ausencia adquirida de mama y pezón no especificados
V45.76|Z90.2|Ausencia adquirida (de parte) del pulmón
V45.75|Z90.3|Ausencia adquirida (de parte) del estómago
V88.11|Z90.410|Ausencia adquirida total de páncreas
V88.12|Z90.411|Ausencia adquirida parcial de páncreas
V45.72|Z90.49|Ausencia adquirida de otras partes especificadas del tracto digestivo
V45.73|Z90.5|Ausencia adquirida de riñón
V45.74|Z90.6|Ausencia adquirida de otras partes del tracto urinario
V88.01|Z90.710|Ausencia adquirida de ambos, de cuello uterino y de útero
V88.02|Z90.711|Ausencia adquirida de útero con muñón cervical
V88.03|Z90.712|Ausencia adquirida de cuello uterino con útero remanente
V45.77|Z90.79|Ausencia adquirida de otro (-s) órgano (-s) genital (-es)
V45.79|Z90.89|Ausencia adquirida de otros órganos
V15.01|Z91.010|Alergia a los cacahuetes
V15.02|Z91.011|Alergia a los productos lácteos
V15.03|Z91.012|Alergia al huevo
V15.04|Z91.013|Alergia a alimentos marinos
V15.05|Z91.018|Alergia a otros alimentos
V15.06|Z91.038|Estado de alergia a otros insectos
V15.07|Z91.040|Estado de alergia al látex
V15.08|Z91.041|Estado de alergia a contrastes radiográficos
V15.09|Z91.048|Estado de alergia a otras sustancias no medicinales
V45.12|Z91.15|Incumplimiento del paciente con la diálisis renal
V15.81|Z91.19|Incumplimiento del paciente con otro tratamiento y régimen médico
V15.41|Z91.410|Historia personal de maltrato físico y sexual en adulto
V15.42|Z91.411|Historia personal de maltrato psicológico en adulto
V15.42|Z91.412|Historia personal de negligencia en adulto
V15.49|Z91.49|Otra historia personal de trauma psicológico, no clasificado bajo otro concepto
V15.88|Z91.81|Historia personal de caída
V40.31|Z91.83|Vagabundeo en enfermedades clasificadas bajo otro concepto
V15.6|Z91.89|Otros factores específicos de riesgo personal, no clasificados bajo otro concepto
V15.9|Z91.89|Otros factores específicos de riesgo personal, no clasificados bajo otro concepto
V15.7|Z92.0|Historia personal de anticoncepción
V87.41|Z92.21|Historia personal de quimioterapia antineoplásica
V87.42|Z92.22|Historia personal de terapia con medicamentos monoclonales
V87.43|Z92.23|Historia personal de terapia con estrógenos
V87.44|Z92.240|Historia personal de tratamiento con esteroides inhalados
V87.45|Z92.241|Historia personal de tratamiento con esteroides sistémicos
V87.46|Z92.25|Historia personal de terapia de inmunosupresión
V87.49|Z92.29|Historia personal de otro tratamiento con fármacos
V15.3|Z92.3|Historia personal de irradiación
