source|target
Efecto tóxico de álcalis corrosivos y sustancias similares a álcalis, autolesión intencionada, contacto inicial|Esquizofrenia
Efecto tóxico de álcalis corrosivos y sustancias similares a álcalis, autolesión intencionada, contacto inicial|Trastornos esquizoafectivos
Efecto tóxico de cobre y sus compuestos, accidental (no intencionado), contacto inicial|Otros tipos de esquizofrenia
Efecto tóxico de insecticidas halogenados, accidental (no intencionado), contacto inicial|Otros tipos de esquizofrenia
Barotrauma sinusal, contacto inicial|Otros tipos de esquizofrenia
Edema angioneurótico, contacto inicial|Otros tipos de esquizofrenia
Edema angioneurótico, contacto inicial|Trastornos delirantes
Isquemia traumática de músculo, contacto inicial|Esquizofrenia
Enfisema subcutáneo traumático, contacto inicial|Otros tipos de esquizofrenia
Enfisema subcutáneo traumático, contacto inicial|Trastornos delirantes
Complicaciones vasculares después de infusión, transfusión e inyección terapéutica, contacto inicial|Otros tipos de esquizofrenia
Infección después de otra perfusión, transfusión e inyección terapéutica, contacto inicial|Esquizofrenia
Otras complicaciones después de infusión, transfusión e inyección terapéutica, contacto inicial|Esquizofrenia
Ruptura de herida operatoria (quirúrgica) externa, no clasificada bajo otro concepto, contacto inicial|Esquizofrenia
Ruptura de herida operatoria (quirúrgica) externa, no clasificada bajo otro concepto, contacto inicial|Otros tipos de esquizofrenia
Complicación de arteria no especificada después de un procedimiento no clasificado bajo otro concepto, contacto inicial|Trastorno esquizoide de personalidad
Infección y reacción inflamatoria por (debida a) otros dispositivos, implantes e injertos cardiacos y vasculares, contacto inicial|Esquizofrenia
Infección y reacción inflamatoria por (debida a) otros dispositivos, implantes e injertos cardiacos y vasculares, contacto inicial|Otros tipos de esquizofrenia
Embolia debida a prótesis, implantes e injertos vasculares, contacto inicial|Otros tipos de esquizofrenia
Trombosis debida a prótesis, implantes e injertos vasculares, contacto inicial|Esquizofrenia
Otra complicación mecánica de catéter de cistostomía, contacto inicial|Otros tipos de esquizofrenia
Otra complicación mecánica de sonda uretral permanente, contacto inicial|Esquizofrenia
Infección y reacción inflamatoria debidas a catéter uretral permanente, contacto inicial|Esquizofrenia
Luxación de prótesis interna de cadera derecha, contacto inicial|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Luxación de prótesis interna de articulación no especificada, contacto inicial|Otros tipos de esquizofrenia
Aflojamiento mecánico de prótesis interna de articulación no especificada, contacto inicial|Trastornos delirantes
Infección y reacción inflamatoria por (debida a) prótesis interna de articulación no especificada, contacto inicial|Otros tipos de esquizofrenia
Embolia por (debida a) prótesis, implantes e injertos ortopédicos internos, contacto inicial|Otros tipos de esquizofrenia
Otra complicación mecánica de derivación ventricular intracraneal (comunicante), contacto inicial|Otros tipos de esquizofrenia
Otra complicación mecánica de otras prótesis, implantes e injertos oculares, contacto inicial|Otros tipos de esquizofrenia
Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo|Esquizofrenia
Complicación no especificada de trasplante de hígado|Otros tipos de esquizofrenia
Infección de muñón de amputación de extremidad no especificada|Otros tipos de esquizofrenia
Otras complicaciones de muñón de amputación|Otros tipos de esquizofrenia
Otras complicaciones de muñón de amputación|Trastornos delirantes
Efecto adverso no especificado de fármaco o medicamento, contacto inicial|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Otras complicaciones especificadas de atención quirúrgica y médica, no clasificadas bajo otro concepto, contacto inicial|Otros tipos de esquizofrenia
Complicación de atención quirúrgica y médica, no especificada, contacto inicial|Esquizofrenia
Complicación de atención quirúrgica y médica, no especificada, secuela|Otros tipos de esquizofrenia
Peatón lesionado en accidente de transporte no especificado, contacto inicial|Trastornos delirantes
Ciclista no especificado lesionado en colisión con vehículo motorizado de dos o tres ruedas en un accidente no de tráfico|Otros tipos de esquizofrenia
Pasajero de coche lesionado en colisión con tren o vehículo ferroviario en un accidente no de tráfico|Otros tipos de esquizofrenia
Conductor de vehículo de transporte pesado lesionado en colisión con vehículo a pedales en un accidente no de tráfico|Otros tipos de esquizofrenia
Conductor de vehículo de transporte pesado lesionado en colisión con vehículo a pedales en un accidente no de tráfico|Trastornos delirantes
Conductor de vehículo de transporte pesado lesionado en colisión con vehículo a pedales en un accidente no de tráfico|Trastorno psicótico breve
Persona lesionada al subir o bajar de vehículo de construcción especial|Otros tipos de esquizofrenia
Caída desde cama, contacto inicial|Esquizofrenia
Caída desde, fuera de o por otro edificio o estructura, contacto inicial|Esquizofrenia
Caída en el mismo nivel, no especificada, contacto inicial|Esquizofrenia
Caída no especificada, contacto inicial|Esquizofrenia
Caída no especificada, contacto inicial|Trastornos delirantes
Caída no especificada, contacto inicial|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Contacto con cuchillo, contacto inicial|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Contacto con otras maquinarias especificadas, contacto inicial|Esquizofrenia
Exposición a otros factores especificados, contacto inicial|Esquizofrenia
Exposición a otros factores especificados, contacto inicial|Trastorno esquizotípico
Exposición a otros factores especificados, contacto inicial|Trastornos delirantes
Exposición a otros factores especificados, contacto inicial|Trastornos esquizoafectivos
Exposición a otros factores especificados, contacto sucesivo|Esquizofrenia
Lesiones autoinfligidas intencionadamente por objeto cortante no especificado, contacto inicial|Esquizofrenia
Lesiones autoinfligidas intencionadamente al saltar desde un lugar alto, secuela|Esquizofrenia
Lesiones autoinfligidas intencionadamente por otros medios especificados, contacto inicial|Esquizofrenia
Lesiones autoinfligidas intencionadamente por otros medios especificados, contacto inicial|Trastornos delirantes
Agresión por pelea o lucha sin armas, contacto inicial|Esquizofrenia
Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento|Esquizofrenia
Cirugía con anastomosis, derivación o injerto como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento|Esquizofrenia
Extirpación de otro órgano (parcial) (total) como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento|Esquizofrenia
Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento|Esquizofrenia
Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento|Trastornos delirantes
Cateterismo urinario como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento|Esquizofrenia
Otros procedimientos médicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento|Esquizofrenia
Otros procedimientos médicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Lugar no especificado de residencia no institucional (privada) no especificada, como lugar del acontecimiento de la causa externa|Trastornos esquizoafectivos
Lugar no especificado en residencia de ancianos como lugar del acontecimiento de la causa externa|Esquizofrenia
Lugar no especificado en otra institución residencial especificada como lugar del acontecimiento de la causa externa|Esquizofrenia
Habitación del paciente en hospital como lugar del acontecimiento de la causa externa|Esquizofrenia
Lugar no especificado en hospital como lugar del acontecimiento de la causa externa|Esquizofrenia
Calle y carretera no especificadas como lugar del acontecimiento de la causa externa|Trastornos delirantes
Afección nosocomial|Esquizofrenia
Afección nosocomial|Trastornos delirantes
Afección nosocomial|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Contacto para observación por sospecha de otras enfermedades y afecciones descartadas|Otros tipos de esquizofrenia
Contacto para reconocimiento médico psiquiátrico general, solicitado por la autoridad|Esquizofrenia
Contacto para reconocimiento médico psiquiátrico general, solicitado por la autoridad|Otros tipos de esquizofrenia
Contacto para reconocimiento médico psiquiátrico general, solicitado por la autoridad|Trastornos delirantes
Contacto para reconocimiento médico psiquiátrico general, solicitado por la autoridad|Trastorno psicótico breve
Contacto para reconocimiento médico psiquiátrico general, solicitado por la autoridad|Trastornos esquizoafectivos
Contacto para reconocimiento médico psiquiátrico general, solicitado por la autoridad|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Contacto para reconocimiento médico psiquiátrico general, solicitado por la autoridad|Trastorno esquizoide de personalidad
Contacto para reconocimiento médico de seguimiento después de finalizar tratamiento de afecciones distintas de neoplasia maligna|Otros tipos de esquizofrenia
Contacto para mamografía de cribado de neoplasia maligna de mama|Otros tipos de esquizofrenia
Contacto para cribado de trastorno respiratorio NCOC|Otros tipos de esquizofrenia
Susceptibilidad genética a neoplasia maligna de mama|Otros tipos de esquizofrenia
Resistencia a antibióticos beta lactámicos no especificados|Trastornos delirantes
Resistencia a penicilinas|Otros tipos de esquizofrenia
Resistencia a penicilinas|Trastornos delirantes
Resistencia a quinolonas y fluoroquinolonas|Trastornos delirantes
Resistencia a múltiples antibióticos|Otros tipos de esquizofrenia
Resistencia a múltiples antibióticos|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Resistencia a otro único tipo de antibiótico especificado|Esquizofrenia
Resistencia a otro único tipo de antibiótico especificado|Trastornos delirantes
Estado de receptor de estrógeno positivo [RE+]|Otros tipos de esquizofrenia
Estado de receptor de estrógeno positivo [RE+]|Trastornos delirantes
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH]|Esquizofrenia
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH]|Otros tipos de esquizofrenia
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH]|Trastornos delirantes
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH]|Trastornos esquizoafectivos
Estado de infección asintomática por virus de inmunodeficiencia humana [VIH]|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Portador o sospecha de portador de Staphylococcus aureus resistente a meticilina|Esquizofrenia
Portador o sospecha de portador de Staphylococcus aureus resistente a meticilina|Otros tipos de esquizofrenia
Nacido vivo único|Esquizofrenia
33 semanas de gestación|Esquizofrenia
Contacto para reconstrucción mamaria después de mastectomía|Esquizofrenia
Contacto para reconstrucción mamaria después de mastectomía|Otros tipos de esquizofrenia
Contacto para cuidados de ileostomía|Esquizofrenia
Contacto para cuidados de colostomía|Otros tipos de esquizofrenia
Contacto para cuidados de colostomía|Trastornos esquizoafectivos
Contacto para inspección y examen del generador de pulso de marcapasos cardiaco [batería]|Otros tipos de esquizofrenia
Contacto para ajuste y mantenimiento de otros dispositivos implantados|Esquizofrenia
Contacto para extracción de dispositivo de fijación interna|Otros tipos de esquizofrenia
Contacto para cuidados posquirúrgicos de cirugía en piel y tejido subcutáneo|Otros tipos de esquizofrenia
Contacto para otros cuidados posquirúrgicos especificados|Otros tipos de esquizofrenia
Contacto para ajuste y mantenimiento de catéter de diálisis extracorpórea|Otros tipos de esquizofrenia
Contacto para quimioterapia antineoplásica|Esquizofrenia
Contacto para cuidados paliativos|Esquizofrenia
Contacto para cuidados paliativos|Otros tipos de esquizofrenia
Contacto para cuidados paliativos|Trastornos delirantes
Contacto para cuidados paliativos|Trastornos esquizoafectivos
Contacto para cuidados paliativos|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Contacto para otros cuidados posteriores especificados|Otros tipos de esquizofrenia
Procedimiento y tratamiento no realizados debido a otra contraindicación|Otros tipos de esquizofrenia
Procedimiento y tratamiento no realizados debido a decisión del paciente por otras razones|Otros tipos de esquizofrenia
Procedimiento quirúrgico laparoscópico convertido en procedimiento abierto|Esquizofrenia
Desempleo, no especificado|Otros tipos de esquizofrenia
Desempleo, no especificado|Trastornos delirantes
Desempleo, no especificado|Trastorno psicótico breve
Desempleo, no especificado|Trastornos esquizoafectivos
Otros problemas relacionados con el empleo|Esquizofrenia
Problemas relacionados con el empleo no especificados|Otros tipos de esquizofrenia
Problemas relacionados con el empleo no especificados|Trastorno psicótico breve
Persona sin hogar|Esquizofrenia
Persona sin hogar|Otros tipos de esquizofrenia
Persona sin hogar|Trastornos esquizoafectivos
Persona sin hogar|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Vivienda inadecuada|Otros tipos de esquizofrenia
Problemas relacionados con la vida en una institución residencial|Esquizofrenia
Problemas relacionados con la vida en una institución residencial|Otros tipos de esquizofrenia
Problemas relacionados con la vida en una institución residencial|Trastornos delirantes
Problemas relacionados con la vida en una institución residencial|Trastornos esquizoafectivos
Problemas relacionados con la vida en una institución residencial|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Pobreza extrema|Otros tipos de esquizofrenia
Otros problemas relacionados con la vivienda y circunstancias económicas|Esquizofrenia
Otros problemas relacionados con la vivienda y circunstancias económicas|Otros tipos de esquizofrenia
Otros problemas relacionados con la vivienda y circunstancias económicas|Trastorno psicótico breve
Problema relacionado con la vivienda y circunstancias económicas, no especificadas|Otros tipos de esquizofrenia
Problemas relacionados con vivir solo|Esquizofrenia
Problemas relacionados con vivir solo|Otros tipos de esquizofrenia
Problemas relacionados con vivir solo|Trastorno esquizotípico
Problemas relacionados con vivir solo|Trastornos delirantes
Problemas relacionados con vivir solo|Trastorno psicótico breve
Problemas relacionados con vivir solo|Trastornos esquizoafectivos
Problemas relacionados con vivir solo|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Dificultades por aculturación|Otros tipos de esquizofrenia
Problema relacionado con el ambiente social, no especificado|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Sobreprotección parental|Otros tipos de esquizofrenia
Rivalidad entre hermanos|Otros tipos de esquizofrenia
Rivalidad entre hermanos|Trastornos delirantes
Problemas en la relación con el cónyuge o pareja|Trastorno psicótico breve
Problemas en la relación con el cónyuge o pareja|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Desaparición y muerte de miembro de familia|Otros tipos de esquizofrenia
Ruptura familiar por separación y divorcio|Esquizofrenia
Ruptura familiar por separación y divorcio|Otros tipos de esquizofrenia
Ruptura familiar por separación y divorcio|Trastornos delirantes
Ruptura familiar por separación y divorcio|Trastorno psicótico breve
Ruptura familiar por separación y divorcio|Trastornos esquizoafectivos
Ruptura familiar por separación y divorcio|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Familiar dependiente que requiere cuidados en el hogar|Otros tipos de esquizofrenia
Alcoholismo y drogadicción en la familia|Otros tipos de esquizofrenia
Alcoholismo y drogadicción en la familia|Trastornos delirantes
Alcoholismo y drogadicción en la familia|Trastorno psicótico breve
Alcoholismo y drogadicción en la familia|Trastornos esquizoafectivos
Alcoholismo y drogadicción en la familia|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Otros acontecimientos de la vida que generan estrés en la familia y el hogar|Otros tipos de esquizofrenia
Otros acontecimientos de la vida que generan estrés en la familia y el hogar|Trastornos delirantes
Otros problemas especificados relacionados con el grupo de apoyo primario|Esquizofrenia
Otros problemas especificados relacionados con el grupo de apoyo primario|Otros tipos de esquizofrenia
Otros problemas especificados relacionados con el grupo de apoyo primario|Trastornos delirantes
Otros problemas especificados relacionados con el grupo de apoyo primario|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Problema relacionado con el grupo de apoyo primario, no especificado|Esquizofrenia
Problema relacionado con el grupo de apoyo primario, no especificado|Otros tipos de esquizofrenia
Problema relacionado con el grupo de apoyo primario, no especificado|Trastorno psicótico breve
Problema relacionado con el grupo de apoyo primario, no especificado|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Prisión y otros tipos de encarcelamiento|Trastornos esquizoafectivos
Prisión y otros tipos de encarcelamiento|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Problemas relacionados con otras circunstancias legales|Esquizofrenia
Problemas relacionados con otras circunstancias legales|Otros tipos de esquizofrenia
Problemas relacionados con otras circunstancias legales|Trastornos delirantes
Problemas relacionados con otras circunstancias legales|Trastornos esquizoafectivos
Problemas relacionados con otras circunstancias legales|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Otros problemas especificados relacionados con circunstancias psicosociales|Otros tipos de esquizofrenia
Otros problemas especificados relacionados con circunstancias psicosociales|Trastorno psicótico breve
Problema relacionado con circunstancias psicosociales no especificadas|Otros tipos de esquizofrenia
Problema relacionado con circunstancias psicosociales no especificadas|Trastorno psicótico breve
Problema relacionado con circunstancias psicosociales no especificadas|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Grupo sanguíneo A, Rh positivo|Esquizofrenia
Índice de masa corporal [IMC] 32.0-32.9, adulto|Esquizofrenia
Índice de masa corporal [IMC] 34.0-34.9, adulto|Otros tipos de esquizofrenia
Índice de masa corporal [IMC] 39.0-39.9, adulto|Esquizofrenia
Índice de masa corporal [IMC] 40.0-44.9, adulto|Esquizofrenia
Índice de masa corporal [IMC] 40.0-44.9, adulto|Otros tipos de esquizofrenia
Otro asesoramiento específico|Otros tipos de esquizofrenia
Otro asesoramiento específico|Trastornos delirantes
Otro asesoramiento específico|Trastorno psicótico breve
Consumo de tabaco|Esquizofrenia
Consumo de tabaco|Trastornos delirantes
Consumo de tabaco|Trastorno psicótico breve
Consumo de tabaco|Trastornos esquizoafectivos
Consumo de tabaco|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Dieta y hábitos alimentarios inapropiados|Otros tipos de esquizofrenia
Conducta heterosexual de alto riesgo|Otros tipos de esquizofrenia
Situación de confinamiento en cama|Otros tipos de esquizofrenia
Otro tipo de movilidad reducida|Esquizofrenia
Otro tipo de movilidad reducida|Trastornos delirantes
Otro tipo de movilidad reducida|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Necesidad de asistencia con cuidado personal|Esquizofrenia
Necesidad de asistencia con cuidado personal|Trastornos delirantes
Necesidad de asistencia con cuidado personal|Trastornos esquizoafectivos
Necesidad de asistencia en el hogar sin otro miembro de la familia que pueda prestar cuidados|Otros tipos de esquizofrenia
Necesidad de supervisión continua|Esquizofrenia
Necesidad de supervisión continua|Trastornos delirantes
Necesidad de supervisión continua|Trastornos esquizoafectivos
Necesidad de supervisión continua|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Persona en espera de admisión en servicio de salud en otro lugar|Otros tipos de esquizofrenia
Otro contacto y (sospecha de) exposición peligrosa para la salud|Otros tipos de esquizofrenia
Uso prolongado (actual) de anticoagulantes|Esquizofrenia
Uso prolongado (actual) de anticoagulantes|Otros tipos de esquizofrenia
Uso prolongado (actual) de anticoagulantes|Trastornos delirantes
Uso prolongado (actual) de anticoagulantes|Trastorno psicótico breve
Uso prolongado (actual) de anticoagulantes|Trastornos esquizoafectivos
Uso prolongado (actual) de anticoagulantes|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Uso prolongado (actual) de anticoagulantes|Trastorno esquizoide de personalidad
Uso prolongado (actual) de antitrombóticos / antiplaquetarios|Esquizofrenia
Uso prolongado (actual) de antitrombóticos / antiplaquetarios|Otros tipos de esquizofrenia
Uso prolongado (actual) de antitrombóticos / antiplaquetarios|Trastornos delirantes
Uso prolongado (actual) de antitrombóticos / antiplaquetarios|Trastorno psicótico breve
Uso prolongado (actual) de antitrombóticos / antiplaquetarios|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Uso prolongado (actual) de antiinflamatorios no esteroideos (AINES)|Otros tipos de esquizofrenia
Uso prolongado (actual) de antiinflamatorios no esteroideos (AINES)|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Uso prolongado (actual) de insulina|Esquizofrenia
Uso prolongado (actual) de insulina|Otros tipos de esquizofrenia
Uso prolongado (actual) de insulina|Trastornos delirantes
Uso prolongado (actual) de insulina|Trastorno psicótico breve
Uso prolongado (actual) de insulina|Trastornos esquizoafectivos
Uso prolongado (actual) de insulina|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Uso prolongado (actual) de esteroides inhalados|Esquizofrenia
Uso prolongado (actual) de esteroides inhalados|Otros tipos de esquizofrenia
Uso prolongado (actual) de esteroides sistémicos|Esquizofrenia
Uso prolongado (actual) de esteroides sistémicos|Trastornos esquizoafectivos
Uso prolongado (actual) de moduladores selectivos de receptores de estrógenos (SERMs)|Esquizofrenia
Uso prolongado (actual) de aspirina|Esquizofrenia
Uso prolongado (actual) de aspirina|Otros tipos de esquizofrenia
Uso prolongado (actual) de aspirina|Trastornos delirantes
Uso prolongado (actual) de aspirina|Trastorno psicótico breve
Uso prolongado (actual) de aspirina|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Uso prolongado (actual) de medicamentos hipoglucemiantes orales|Esquizofrenia
Uso prolongado (actual) de medicamentos hipoglucemiantes orales|Trastornos delirantes
Uso prolongado (actual) de medicamentos hipoglucemiantes orales|Trastornos esquizoafectivos
Uso prolongado (actual) de medicamentos hipoglucemiantes orales|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Uso prolongado (actual) de analgésicos opiáceos|Otros tipos de esquizofrenia
Uso prolongado (actual) de analgésicos opiáceos|Trastornos delirantes
Otra terapia prolongada (actual) con medicamentos|Esquizofrenia
Historia familiar de neoplasia maligna de órganos digestivos|Esquizofrenia
Historia familiar de neoplasia maligna de órganos digestivos|Otros tipos de esquizofrenia
Historia familiar de neoplasia maligna de órganos digestivos|Trastornos delirantes
Historia familiar de neoplasia maligna de órganos digestivos|Trastornos esquizoafectivos
Historia familiar de neoplasia maligna de mama|Otros tipos de esquizofrenia
Historia familiar de neoplasia maligna de mama|Trastornos delirantes
Historia familiar de neoplasia maligna, no especificada|Otros tipos de esquizofrenia
Historia familiar de discapacidad intelectual|Esquizofrenia
Historia familiar de discapacidad intelectual|Otros tipos de esquizofrenia
Historia familiar de discapacidad intelectual|Trastornos delirantes
Historia familiar de discapacidad intelectual|Trastorno psicótico breve
Historia familiar de discapacidad intelectual|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia familiar de abuso y dependencia al alcohol|Esquizofrenia
Historia familiar de abuso y dependencia al alcohol|Trastornos esquizoafectivos
Historia familiar de abuso y dependencia a otras sustancias psicoactivas|Esquizofrenia
Historia familiar de abuso y dependencia a otras sustancias psicoactivas|Trastornos delirantes
Historia familiar de otros trastornos mentales y del comportamiento|Esquizofrenia
Historia familiar de otros trastornos mentales y del comportamiento|Otros tipos de esquizofrenia
Historia familiar de otros trastornos mentales y del comportamiento|Trastornos delirantes
Historia familiar de otros trastornos mentales y del comportamiento|Trastorno psicótico breve
Historia familiar de otros trastornos mentales y del comportamiento|Trastornos esquizoafectivos
Historia familiar de otros trastornos mentales y del comportamiento|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia familiar de otros trastornos mentales y del comportamiento|Trastorno esquizoide de personalidad
Historia familiar de epilepsia y otras enfermedades del sistema nervioso|Otros tipos de esquizofrenia
Historia familiar de epilepsia y otras enfermedades del sistema nervioso|Trastornos delirantes
Historia familiar de ictus|Esquizofrenia
Historia familiar de ictus|Otros tipos de esquizofrenia
Historia familiar de muerte cardiaca súbita|Trastornos esquizoafectivos
Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio|Esquizofrenia
Historia familiar de diabetes mellitus|Otros tipos de esquizofrenia
Historia familiar de otras enfermedades del aparato respiratorio|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia personal de otra neoplasia maligna de estómago|Otros tipos de esquizofrenia
Historia personal de otra neoplasia maligna de intestino grueso|Esquizofrenia
Historia personal de otra neoplasia maligna de intestino grueso|Otros tipos de esquizofrenia
Historia personal de otra neoplasia maligna de intestino grueso|Trastornos delirantes
Historia personal de otra neoplasia maligna de intestino grueso|Trastorno psicótico breve
Historia personal de otra neoplasia maligna de intestino grueso|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia personal de otra neoplasia maligna recto, unión rectosigmoidea y ano|Esquizofrenia
Historia personal de neoplasia maligna de hígado|Esquizofrenia
Historia personal de neoplasia maligna de hígado|Otros tipos de esquizofrenia
Historia personal de otra neoplasia maligna de intestino delgado|Trastornos delirantes
Historia personal de otra neoplasia maligna de bronquios y pulmón|Otros tipos de esquizofrenia
Historia personal de otra neoplasia maligna de bronquios y pulmón|Trastornos delirantes
Historia personal de neoplasia maligna de laringe|Otros tipos de esquizofrenia
Historia personal de neoplasia maligna de laringe|Trastornos delirantes
Historia personal de neoplasia maligna de laringe|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia personal de neoplasia maligna de mama|Esquizofrenia
Historia personal de neoplasia maligna de mama|Otros tipos de esquizofrenia
Historia personal de neoplasia maligna de mama|Trastornos delirantes
Historia personal de neoplasia maligna de mama|Trastornos esquizoafectivos
Historia personal de neoplasia maligna de cuello uterino|Otros tipos de esquizofrenia
Historia personal de neoplasia maligna de cuello uterino|Trastornos esquizoafectivos
Historia personal de neoplasia maligna de otras partes del útero|Otros tipos de esquizofrenia
Historia personal de neoplasia maligna de otras partes del útero|Trastornos esquizoafectivos
Historia personal de neoplasia maligna de ovario|Otros tipos de esquizofrenia
Historia personal de neoplasia maligna de otros órganos genitales femeninos|Otros tipos de esquizofrenia
Historia personal de neoplasia maligna de próstata|Esquizofrenia
Historia personal de neoplasia maligna de próstata|Otros tipos de esquizofrenia
Historia personal de neoplasia maligna de próstata|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia personal de neoplasia maligna de testículo|Trastorno esquizoide de personalidad
Historia personal de neoplasia maligna de vejiga|Otros tipos de esquizofrenia
Historia personal de neoplasia maligna de vejiga|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia personal de otra neoplasia maligna de riñón|Esquizofrenia
Historia personal de linfomas no Hodgkin|Trastornos esquizoafectivos
Historia personal de otras neoplasias malignas de tejidos linfáticos, hemopoyéticos y tejidos relacionados|Trastornos delirantes
Historia personal de neoplasia maligna de otras localizaciones de labio, cavidad oral y faringe|Otros tipos de esquizofrenia
Historia personal de neoplasia maligna de localización no especificada de labio, cavidad oral y faringe|Esquizofrenia
Historia personal de melanoma maligno de piel|Trastornos delirantes
Historia personal de otras neoplasias malignas de piel|Esquizofrenia
Historia personal de otras neoplasias malignas de piel|Otros tipos de esquizofrenia
Historia personal de otras neoplasias malignas de piel|Trastornos delirantes
Historia personal de otras neoplasias malignas de piel|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia personal de neoplasia maligna de otros órganos y sistemas|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia personal de pólipos colónicos|Esquizofrenia
Historia personal de pólipos colónicos|Otros tipos de esquizofrenia
Historia personal de pólipos colónicos|Trastornos delirantes
Historia personal de pólipos colónicos|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia personal de neoplasia benigna de cerebro|Esquizofrenia
Historia personal de neoplasia benigna de cerebro|Otros tipos de esquizofrenia
Historia personal de neoplasia benigna de cerebro|Trastorno psicótico breve
Historia personal de otro tipo de neoplasia benigna|Esquizofrenia
Historia personal de otro tipo de neoplasia benigna|Trastornos delirantes
Historia personal de otro tipo de neoplasia benigna|Trastornos esquizoafectivos
Historia personal de otro tipo de neoplasia benigna|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia personal de neoplasia de comportamiento incierto|Esquizofrenia
Historia personal de tuberculosis|Esquizofrenia
Historia personal de tuberculosis|Otros tipos de esquizofrenia
Historia personal de tuberculosis|Trastorno psicótico breve
Historia personal de tuberculosis|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia personal de tuberculosis|Trastorno esquizoide de personalidad
Historia personal de otras enfermedades infecciosas y parasitarias|Esquizofrenia
Historia personal de otras enfermedades infecciosas y parasitarias|Otros tipos de esquizofrenia
Historia personal de otras enfermedades infecciosas y parasitarias|Trastornos delirantes
Historia personal de otras enfermedades infecciosas y parasitarias|Trastorno psicótico breve
Historia personal de otras enfermedades infecciosas y parasitarias|Trastornos esquizoafectivos
Historia personal de otras enfermedades infecciosas y parasitarias|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia personal de enfermedades sanguíneas, órganos hemopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario|Otros tipos de esquizofrenia
